disease,SnoRNA,Score
50,31,0.9728805651830056
18,31,0.9728805651830056
72,46,0.9728150244168278
4,46,0.9726696416303934
11,100,0.9725723300790248
99,205,0.9725233894142012
21,307,0.9725034119581762
99,270,0.9724320908795264
81,30,0.9722610396013072
31,30,0.9722610396013072
22,30,0.9722610396013072
42,191,0.9722580535641424
42,254,0.9722580535641424
54,80,0.9722096375921554
34,125,0.9721981362587204
9,119,0.9721688417369376
9,121,0.9721688417369376
54,133,0.972148542719118
11,36,0.9721180975949768
42,201,0.972114092355966
71,26,0.9721092677063026
11,281,0.9720765381546904
11,233,0.9720765381546904
91,119,0.971970451228976
23,119,0.971970451228976
0,47,0.971927042068927
21,152,0.9719106196335962
110,171,0.971750942072862
91,80,0.9716687994224458
11,243,0.9715708913853728
34,179,0.9715205209126492
54,293,0.9714605634813058
67,31,0.9713408170671776
67,43,0.9713408170671776
67,41,0.9713408170671776
11,224,0.971181602729302
39,35,0.9711348153648462
72,324,0.9711247783606674
9,41,0.9710792124615488
9,26,0.9710792124615488
9,44,0.9710792124615488
9,31,0.9710792124615488
9,329,0.9710792124615488
9,247,0.9710792124615488
9,27,0.9710792124615488
9,39,0.9710792124615488
9,37,0.9710792124615488
9,33,0.9710792124615488
9,68,0.9710792124615488
9,45,0.9710792124615488
9,43,0.9710792124615488
9,80,0.9710792124615488
9,94,0.9710792124615488
9,42,0.9710792124615488
9,134,0.9710792124615488
9,47,0.9710792124615488
9,331,0.9710792124615488
9,235,0.9710792124615488
11,59,0.9710164529706892
11,2,0.9710164529706892
91,116,0.9709533779197906
82,60,0.9709533779197906
91,55,0.9709533779197906
82,116,0.9709533779197906
