model,mean_roc_auc,std_roc_auc,mean_aupr,mean_accuracy,mean_f1
gbdt,0.9292972038409871,0.007900931094065667,0.9195261936216749,0.8760548876564807,0.8774761200128939
bayes_opt_svms,0.8820087317777006,0.020875254297754876,0.8684018001964585,0.8178186374858873,0.8216952729388269
pso_svm,0.8658460122394149,0.03264987637730733,0.8603186794669491,0.8093323904169925,0.8011651279111606
